student_id,timestamp,component,context,event_name
SYN2024_001,2024-11-30 13:53:51,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_001,2024-11-30 14:03:45,Forum,Course forum,Discussion viewed
SYN2024_001,2024-11-30 14:55:22,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_001,2024-11-30 15:06:41,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_001,2024-11-30 15:40:18,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_001,2024-11-30 16:23:42,Quiz,Test: 3,Quiz attempt viewed
SYN2024_001,2024-11-30 16:43:41,Assignment,Zadaća: 2,Submission status viewed
SYN2024_001,2024-11-30 17:17:42,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_001,2024-11-30 19:09:47,Assignment,Zadaća: 2,Submission status viewed
SYN2024_001,2024-12-01 16:05:53,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_001,2024-12-01 16:36:35,Assignment,Zadaća: 1,Submission status viewed
SYN2024_001,2024-12-01 20:32:43,Assignment,Zadaća: 2,Submission status viewed
SYN2024_001,2024-12-01 20:59:42,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_001,2024-12-02 11:26:04,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_001,2024-12-02 15:30:52,Quiz,Test: 2,Quiz attempt viewed
SYN2024_001,2024-12-02 16:43:13,Quiz,Test: 3,Quiz attempt viewed
SYN2024_001,2024-12-02 16:55:01,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_001,2024-12-02 17:12:36,Quiz,Test: 2,Quiz attempt viewed
SYN2024_001,2024-12-02 19:24:51,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_001,2024-12-02 20:19:45,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_001,2024-12-02 20:47:00,Forum,Course forum,Discussion viewed
SYN2024_001,2024-12-02 22:08:59,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_001,2024-12-02 23:49:08,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_002,2024-10-10 14:06:25,File,Datoteka: 7 - Learning material.pdf,Course module viewed
SYN2024_002,2024-10-12 15:53:34,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_002,2024-10-22 20:32:41,Quiz,Test: 3,Quiz attempt viewed
SYN2024_002,2024-10-25 18:10:35,Assignment,Zadaća: 3,Submission status viewed
SYN2024_002,2024-10-28 12:45:54,Assignment,Zadaća: 3,Submission status viewed
SYN2024_002,2024-11-01 13:00:48,Assignment,Zadaća: 3,Assignment submitted
SYN2024_002,2024-11-02 14:08:18,File,Datoteka: 7 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-02 16:07:14,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-04 16:31:40,Assignment,Zadaća: 2,Submission status viewed
SYN2024_002,2024-11-05 13:02:37,Forum,Course forum,Discussion viewed
SYN2024_002,2024-11-05 23:14:25,Assignment,Zadaća: 2,Submission status viewed
SYN2024_002,2024-11-06 14:54:06,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-10 17:33:58,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-11 16:07:13,Assignment,Zadaća: 2,Assignment submitted
SYN2024_002,2024-11-13 18:21:30,File,Datoteka: 7 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-15 13:12:21,Assignment,Zadaća: 1,Submission status viewed
SYN2024_002,2024-11-15 13:32:21,Assignment,Zadaća: 2,Submission status viewed
SYN2024_002,2024-11-16 13:14:39,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-17 12:13:04,Assignment,Zadaća: 1,Submission status viewed
SYN2024_002,2024-11-19 16:29:13,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-22 15:03:06,Forum,Course forum,Discussion viewed
SYN2024_002,2024-11-24 11:52:51,Assignment,Zadaća: 1,Submission status viewed
SYN2024_002,2024-11-24 13:33:35,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-24 13:54:11,File,Datoteka: 2 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-24 16:21:40,Forum,Course forum,Discussion viewed
SYN2024_002,2024-11-24 16:44:30,Assignment,Zadaća: 1,Submission status viewed
SYN2024_002,2024-11-24 17:55:13,Assignment,Zadaća: 1,Assignment submitted
SYN2024_002,2024-11-24 20:29:31,Quiz,Test: 2,Quiz attempt viewed
SYN2024_002,2024-11-25 12:47:51,File,Datoteka: 7 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-25 15:25:38,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-25 16:22:35,Assignment,Zadaća: 2,Submission status viewed
SYN2024_002,2024-11-26 12:05:57,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-26 12:58:50,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-28 13:55:58,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-28 16:34:11,Assignment,Zadaća: 2,Submission status viewed
SYN2024_002,2024-11-28 16:39:01,Assignment,Zadaća: 2,Submission status viewed
SYN2024_002,2024-11-28 18:40:23,Assignment,Zadaća: 3,Submission status viewed
SYN2024_002,2024-11-28 21:14:29,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-29 06:20:27,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-29 10:09:45,Quiz,Test: 2,Quiz attempt viewed
SYN2024_002,2024-11-29 11:42:42,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-29 16:53:03,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-30 10:58:36,Forum,Course forum,Discussion viewed
SYN2024_002,2024-11-30 12:22:54,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_002,2024-11-30 18:13:18,Assignment,Zadaća: 1,Submission status viewed
SYN2024_002,2024-11-30 18:59:36,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_002,2024-12-01 12:11:07,Assignment,Zadaća: 3,Submission status viewed
SYN2024_002,2024-12-02 06:42:13,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_002,2024-12-02 16:09:45,Quiz,Test: 2,Quiz attempt viewed
SYN2024_002,2024-12-02 16:44:07,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_003,2024-10-09 21:46:00,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_003,2024-10-15 16:37:53,Quiz,Test: 3,Quiz attempt viewed
SYN2024_003,2024-10-15 22:00:55,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_003,2024-10-16 14:54:52,File,Datoteka: 2 - Learning material.pdf,Course module viewed
SYN2024_003,2024-10-16 16:18:26,Quiz,Test: 1,Quiz attempt viewed
SYN2024_003,2024-10-24 18:46:05,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_003,2024-10-30 18:14:58,Quiz,Test: 1,Quiz attempt viewed
SYN2024_003,2024-10-30 23:44:22,Quiz,Test: 2,Quiz attempt viewed
SYN2024_003,2024-11-03 18:13:17,File,Datoteka: 2 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-04 15:16:41,Assignment,Zadaća: 2,Submission status viewed
SYN2024_003,2024-11-04 18:29:42,Forum,Course forum,Discussion viewed
SYN2024_003,2024-11-10 19:22:36,Assignment,Zadaća: 1,Submission status viewed
SYN2024_003,2024-11-13 18:10:30,Assignment,Zadaća: 1,Submission status viewed
SYN2024_003,2024-11-13 22:59:06,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-17 16:46:46,Assignment,Zadaća: 3,Submission status viewed
SYN2024_003,2024-11-19 14:36:14,Assignment,Zadaća: 1,Assignment submitted
SYN2024_003,2024-11-19 23:49:32,Assignment,Zadaća: 3,Assignment submitted
SYN2024_003,2024-11-21 17:25:30,Assignment,Zadaća: 2,Submission status viewed
SYN2024_003,2024-11-22 21:51:10,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-23 18:17:57,Assignment,Zadaća: 2,Assignment submitted
SYN2024_003,2024-11-26 14:55:45,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-26 15:51:23,File,Datoteka: 7 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-26 16:03:17,Quiz,Test: 3,Quiz attempt viewed
SYN2024_003,2024-11-26 17:04:11,Quiz,Test: 2,Quiz attempt viewed
SYN2024_003,2024-11-26 17:45:54,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-26 17:52:36,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-26 18:01:12,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-26 20:03:15,Assignment,Zadaća: 2,Submission status viewed
SYN2024_003,2024-11-26 20:04:37,Forum,Course forum,Discussion viewed
SYN2024_003,2024-11-26 20:29:24,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-27 13:38:27,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-27 17:57:17,Assignment,Zadaća: 2,Submission status viewed
SYN2024_003,2024-11-27 20:35:42,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-28 11:16:59,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-28 15:39:43,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-28 19:58:02,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-29 13:27:11,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-29 14:24:15,Quiz,Test: 2,Quiz attempt viewed
SYN2024_003,2024-11-29 15:23:20,Quiz,Test: 3,Quiz attempt viewed
SYN2024_003,2024-11-29 16:17:06,Assignment,Zadaća: 3,Submission status viewed
SYN2024_003,2024-11-29 16:19:16,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-29 21:09:10,Quiz,Test: 3,Quiz attempt viewed
SYN2024_003,2024-11-29 21:58:59,File,Datoteka: 7 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-30 09:53:02,Quiz,Test: 3,Quiz attempt viewed
SYN2024_003,2024-11-30 10:06:43,Quiz,Test: 3,Quiz attempt viewed
SYN2024_003,2024-11-30 11:13:29,Quiz,Test: 2,Quiz attempt viewed
SYN2024_003,2024-11-30 13:42:10,Assignment,Zadaća: 3,Submission status viewed
SYN2024_003,2024-11-30 15:10:58,Assignment,Zadaća: 1,Submission status viewed
SYN2024_003,2024-11-30 16:31:42,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-30 16:43:34,Assignment,Zadaća: 3,Submission status viewed
SYN2024_003,2024-11-30 17:24:09,Assignment,Zadaća: 1,Submission status viewed
SYN2024_003,2024-11-30 19:23:03,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_003,2024-11-30 19:47:10,Assignment,Zadaća: 2,Submission status viewed
SYN2024_003,2024-11-30 23:31:20,File,Datoteka: 7 - Learning material.pdf,Course module viewed
SYN2024_003,2024-12-01 12:34:15,Assignment,Zadaća: 3,Submission status viewed
SYN2024_003,2024-12-01 14:29:37,File,Datoteka: 7 - Learning material.pdf,Course module viewed
SYN2024_003,2024-12-01 14:32:28,Assignment,Zadaća: 1,Submission status viewed
SYN2024_003,2024-12-01 14:51:37,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_003,2024-12-01 14:52:59,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_003,2024-12-01 15:14:53,Assignment,Zadaća: 2,Submission status viewed
SYN2024_003,2024-12-01 17:22:12,Quiz,Test: 3,Quiz attempt viewed
SYN2024_003,2024-12-01 18:54:12,Forum,Course forum,Discussion viewed
SYN2024_003,2024-12-01 22:06:05,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_003,2024-12-02 11:30:48,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_003,2024-12-02 11:54:37,Quiz,Test: 3,Quiz attempt viewed
SYN2024_003,2024-12-02 15:22:42,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_003,2024-12-02 16:12:30,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_003,2024-12-02 16:46:23,Forum,Course forum,Discussion viewed
SYN2024_003,2024-12-02 18:57:29,Quiz,Test: 1,Quiz attempt viewed
SYN2024_003,2024-12-02 20:07:20,Quiz,Test: 3,Quiz attempt viewed
SYN2024_003,2024-12-02 20:47:55,Quiz,Test: 3,Quiz attempt viewed
SYN2024_003,2024-12-02 23:04:34,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_004,2024-10-10 22:33:06,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_004,2024-10-14 12:40:40,Assignment,Zadaća: 2,Submission status viewed
SYN2024_004,2024-10-15 13:04:36,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_004,2024-10-15 13:33:07,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_004,2024-10-20 09:11:43,Quiz,Test: 2,Quiz attempt viewed
SYN2024_004,2024-10-20 10:19:40,File,Datoteka: 2 - Learning material.pdf,Course module viewed
SYN2024_004,2024-10-27 17:43:39,Forum,Course forum,Discussion viewed
SYN2024_004,2024-11-01 19:24:53,Quiz,Test: 3,Quiz attempt viewed
SYN2024_004,2024-11-01 20:48:12,Assignment,Zadaća: 2,Submission status viewed
SYN2024_004,2024-11-01 21:02:08,Assignment,Zadaća: 1,Submission status viewed
SYN2024_004,2024-11-02 14:53:33,Assignment,Zadaća: 3,Submission status viewed
SYN2024_004,2024-11-02 18:12:39,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-06 16:29:52,Forum,Course forum,Discussion viewed
SYN2024_004,2024-11-06 19:34:41,Assignment,Zadaća: 1,Assignment submitted
SYN2024_004,2024-11-08 17:08:07,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-09 19:34:53,Assignment,Zadaća: 2,Submission status viewed
SYN2024_004,2024-11-12 18:41:12,Assignment,Zadaća: 3,Submission status viewed
SYN2024_004,2024-11-13 20:00:56,Assignment,Zadaća: 2,Submission status viewed
SYN2024_004,2024-11-16 11:27:55,File,Datoteka: 7 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-18 18:49:16,Assignment,Zadaća: 3,Assignment submitted
SYN2024_004,2024-11-20 07:54:18,Assignment,Zadaća: 1,Submission status viewed
SYN2024_004,2024-11-21 15:20:30,Assignment,Zadaća: 2,Assignment submitted
SYN2024_004,2024-11-21 17:49:34,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-24 14:39:03,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-24 15:40:36,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-24 18:05:23,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-24 23:55:47,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-25 13:02:48,Quiz,Test: 3,Quiz attempt viewed
SYN2024_004,2024-11-26 13:53:28,Quiz,Test: 1,Quiz attempt viewed
SYN2024_004,2024-11-26 15:27:26,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-26 15:33:11,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-26 17:09:14,File,Datoteka: 2 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-26 18:40:34,Assignment,Zadaća: 2,Submission status viewed
SYN2024_004,2024-11-27 12:24:34,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-27 16:40:16,Quiz,Test: 2,Quiz attempt viewed
SYN2024_004,2024-11-28 12:47:41,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-28 13:29:22,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-28 14:27:35,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-28 17:51:49,Quiz,Test: 2,Quiz attempt viewed
SYN2024_004,2024-11-29 13:25:43,Assignment,Zadaća: 2,Submission status viewed
SYN2024_004,2024-11-29 13:43:14,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-29 14:29:05,Quiz,Test: 3,Quiz attempt viewed
SYN2024_004,2024-11-29 15:24:42,Quiz,Test: 1,Quiz attempt viewed
SYN2024_004,2024-11-29 16:50:39,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-30 09:40:49,File,Datoteka: 7 - Learning material.pdf,Course module viewed
SYN2024_004,2024-11-30 11:16:26,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_004,2024-12-01 11:04:26,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_004,2024-12-01 12:20:24,Quiz,Test: 3,Quiz attempt viewed
SYN2024_004,2024-12-01 18:00:11,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_004,2024-12-02 13:59:49,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_004,2024-12-02 18:34:11,Assignment,Zadaća: 1,Submission status viewed
SYN2024_005,2024-10-16 19:05:58,File,Datoteka: 2 - Learning material.pdf,Course module viewed
SYN2024_005,2024-10-19 14:44:18,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_005,2024-10-19 14:50:10,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_005,2024-10-20 14:35:44,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_005,2024-10-21 13:36:58,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_005,2024-10-25 11:15:28,Quiz,Test: 2,Quiz attempt viewed
SYN2024_005,2024-10-30 16:20:10,Assignment,Zadaća: 1,Submission status viewed
SYN2024_005,2024-10-31 14:53:04,Assignment,Zadaća: 1,Submission status viewed
SYN2024_005,2024-11-02 19:53:56,Assignment,Zadaća: 1,Assignment submitted
SYN2024_005,2024-11-04 09:24:59,Assignment,Zadaća: 2,Submission status viewed
SYN2024_005,2024-11-07 13:22:57,Quiz,Test: 2,Quiz attempt viewed
SYN2024_005,2024-11-08 13:59:59,File,Datoteka: 2 - Learning material.pdf,Course module viewed
SYN2024_005,2024-11-10 19:48:15,Assignment,Zadaća: 3,Submission status viewed
SYN2024_005,2024-11-11 23:59:54,Assignment,Zadaća: 2,Assignment submitted
SYN2024_005,2024-11-14 20:45:44,Quiz,Test: 1,Quiz attempt viewed
SYN2024_005,2024-11-16 16:06:39,Forum,Course forum,Discussion viewed
SYN2024_005,2024-11-16 18:12:27,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_005,2024-11-17 21:18:43,File,Datoteka: 5 - Learning material.pdf,Course module viewed
SYN2024_005,2024-11-18 14:33:28,Quiz,Test: 3,Quiz attempt viewed
SYN2024_005,2024-11-18 15:20:18,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_005,2024-11-19 10:49:50,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_005,2024-11-20 17:07:40,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_005,2024-11-21 16:29:24,Forum,Course forum,Discussion viewed
SYN2024_005,2024-11-22 13:00:02,Assignment,Zadaća: 3,Submission status viewed
SYN2024_005,2024-11-22 14:41:20,Assignment,Zadaća: 3,Submission status viewed
SYN2024_005,2024-11-22 19:18:52,Forum,Course forum,Discussion viewed
SYN2024_005,2024-11-23 18:41:31,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_005,2024-11-25 11:13:52,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_005,2024-11-26 17:39:57,Quiz,Test: 1,Quiz attempt viewed
SYN2024_005,2024-11-27 18:44:40,Assignment,Zadaća: 3,Submission status viewed
SYN2024_005,2024-11-28 13:31:03,Assignment,Zadaća: 3,Assignment submitted
SYN2024_005,2024-11-30 12:11:59,Forum,Course forum,Discussion viewed
SYN2024_005,2024-11-30 15:37:15,File,Datoteka: 2 - Learning material.pdf,Course module viewed
SYN2024_005,2024-12-01 12:24:14,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_005,2024-12-01 22:05:21,Assignment,Zadaća: 2,Submission status viewed
SYN2024_005,2024-12-02 17:21:09,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_005,2024-12-02 17:38:41,File,Datoteka: 2 - Learning material.pdf,Course module viewed
SYN2024_006,2024-10-12 11:26:59,Assignment,Zadaća: 1,Submission status viewed
SYN2024_006,2024-10-15 16:21:47,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_006,2024-10-19 11:37:27,File,Datoteka: 6 - Learning material.pdf,Course module viewed
SYN2024_006,2024-10-25 10:19:48,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_006,2024-10-25 12:43:22,Quiz,Test: 1,Quiz attempt viewed
SYN2024_006,2024-10-25 21:55:49,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_006,2024-10-27 10:35:19,Assignment,Zadaća: 3,Submission status viewed
SYN2024_006,2024-10-28 13:53:43,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_006,2024-10-29 18:28:05,Quiz,Test: 2,Quiz attempt viewed
SYN2024_006,2024-10-31 15:35:35,Quiz,Test: 1,Quiz attempt viewed
SYN2024_006,2024-11-01 15:29:14,Assignment,Zadaća: 2,Submission status viewed
SYN2024_006,2024-11-02 12:34:20,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_006,2024-11-03 19:50:05,Assignment,Zadaća: 3,Assignment submitted
SYN2024_006,2024-11-04 11:49:47,File,Datoteka: 7 - Learning material.pdf,Course module viewed
SYN2024_006,2024-11-05 14:41:28,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_006,2024-11-05 15:18:38,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_006,2024-11-06 17:58:35,File,Datoteka: 3 - Learning material.pdf,Course module viewed
SYN2024_006,2024-11-06 23:51:57,Assignment,Zadaća: 2,Assignment submitted
SYN2024_006,2024-11-07 15:24:24,Forum,Course forum,Discussion viewed
SYN2024_006,2024-11-07 17:45:24,File,Datoteka: 4 - Learning material.pdf,Course module viewed
SYN2024_006,2024-11-13 12:33:02,Assignment,Zadaća: 1,Submission status viewed
SYN2024_006,2024-11-13 19:03:26,Assignment,Zadaća: 1,Submission status viewed
SYN2024_006,2024-11-14 19:34:53,File,Datoteka: 7 - Learning material.pdf,Course module viewed
SYN2024_006,2024-11-16 10:40:33,Forum,Course forum,Discussion viewed
SYN2024_006,2024-11-16 18:53:42,File,Datoteka: 8 - Learning material.pdf,Course module viewed
SYN2024_006,2024-11-17 15:56:16,Assignment,Zadaća: 1,Submission status viewed
SYN2024_006,2024-11-20 13:54:09,Assignment,Zadaća: 1,Submission status viewed
SYN2024_006,2024-11-20 16:53:39,File,Datoteka: 2 - Learning material.pdf,Course module viewed
SYN2024_006,2024-11-21 15:00:28,Quiz,Test: 2,Quiz attempt viewed
SYN2024_006,2024-11-21 21:07:41,Assignment,Zadaća: 1,Assignment submitted
SYN2024_006,2024-11-24 14:07:13,File,Datoteka: 1 - Learning material.pdf,Course module viewed
SYN2024_006,2024-11-24 17:59:49,Forum,Course forum,Discussion viewed
SYN2024_006,2024-11-25 09:28:58,Quiz,Test: 2,Quiz attempt viewed
SYN2024_006,2024-11-25 15:29:51,File,Datoteka: 8 - Learning material.pdf,Course module viewed
